banda,Popularity,nome,tempo,Energy,Liveness,userId,Acousticness,instrumentalness,Valence,idMusica,Id,Danceability
Katy Perry,70.0,Roar,179.771,0.756,0.55,10215430654344419,0.00635,1e-05,0.404,3bDGwl0X3EjQmIyFD1uif5,,0.56
Curumin,33.0,Boca Pequena No. 1,146.98,0.684,0.818,10215430654344419,0.324,0.0827,0.806,3hHW1uIf52HrXxjfD9W2Ib,,0.789
Fagner,53.0,Borbulhas de Amor (Tenho um Coração) [Borbujas de Amor],126.474,0.523,0.136,10215430654344419,0.685,0.0,0.693,3pUQEJXwmnooceL5DqluNA,,0.67
Lorde,74.0,Royals,84.804,0.436,0.135,10215430654344419,0.112,0.0,0.331,3yvZ1VUso9Xi7EvIyLaj4o,,0.636
Black Alien,36.0,Umaextrapunkprumextrafunk,169.845,0.968,0.227,10215430654344419,0.0975,0.0,0.89,469zFH0iu9p9MtGAkuJG27,,0.747
Scorpions,71.0,Rock You Like a Hurricane,124.005,0.891,0.314,10215430654344419,0.00026,0.00454,0.705,46QazXxQS0B31CnbRCy8CV,,0.587
Lynyrd Skynyrd,69.0,Free Bird,117.418,0.852,0.0624,10215430654344419,0.0119,0.076,0.438,4JNi40t7xR5bO3PWxRkiPN,,0.279
Black Alien,47.0,Babylon By Gus,96.01,0.825,0.0715,10215430654344419,0.326,0.0,0.745,4kDzgYkIVT1JHFpKZOPxGW,,0.772
Katy Perry,72.0,Dark Horse,131.899,0.589,0.145,10215430654344419,0.00396,0.0,0.35,4kgsK0fftHtg9gZOzkU5T2,,0.645
Geraldo Azevedo,51.0,Dia Branco - Ao Vivo,133.542,0.257,0.669,10215430654344419,0.817,0.00021,0.209,4l2QJ5ez55pJ9BxqXpfiqX,,0.311
Black Alien,35.0,Estilo do Gueto,157.945,0.791,0.0538,10215430654344419,0.0429,0.0,0.821,4nwVGjW27UW8YY5fFoypCB,,0.682
Led Zeppelin,79.0,Stairway To Heaven,82.433,0.34,0.116,10215430654344419,0.58,0.0032,0.197,5CQ30WqJwcep0pYcV4AMNc,,0.338
Black Alien,50.0,Como Eu Te Quero,96.114,0.598,0.0629,10215430654344419,0.456,0.0,0.804,5JX81dHdlOVfTXim2itZKw,,0.894
Falamansa,57.0,Oh! Chuva,137.965,0.404,0.259,10215430654344419,0.39,0.0,0.775,5RkPULKkPpFKkS5BnvK1t6,,0.666
Black Alien,34.0,Primeiro de Dezembro,99.961,0.938,0.355,10215430654344419,0.244,0.0,0.888,5THylETbitpHlCzdVX6cWo,,0.867
Pitty,52.0,Dê um Rolê,121.499,0.765,0.128,10215430654344419,0.00451,0.0,0.647,5jEAWfOIPhTol0LCRx2Mzj,,0.392
Lenine,24.0,Pernambuco Falando Para O Mundo (Pot-Pourri),100.058,0.51,0.847,10215430654344419,0.0236,1e-05,0.789,5pgYeqJFCGpwWQXV0t3a98,,0.84
Francisco el Hombre,57.0,"Triste, Louca ou Má",149.811,0.441,0.111,10215430654344419,0.0937,1e-05,0.369,5wMrWkvLD4TnTFwclqgjo6,,0.388
Nina Simone,70.0,Feeling Good,79.206,0.326,0.191,10215430654344419,0.864,0.0,0.546,61S0mEfdRtJ62Fc7fPqx0U,,0.399
Alceu Valença,58.0,Anunciação,99.923,0.745,0.103,10215430654344419,0.451,0.00023,0.78,661Ns9G25zHdih4qVshBO7,,0.539
Geraldo Azevedo,47.0,Bicho de Sete Cabeças - Ao Vivo,104.297,0.354,0.913,10215430654344419,0.739,0.0,0.379,6EJonmjC2pOwKfUHeIZyhu,,0.482
Academia da Berlinda,44.0,Dorival,102.003,0.729,0.124,10215430654344419,0.662,0.335,0.773,6OXilF9moyWn0YHX0iyKtr,,0.668
Black Alien,45.0,Mister Niterói,159.972,0.79,0.0972,10215430654344419,0.262,0.00019,0.961,6eQjwvQmfY4vBs4c9IKiuW,,0.824
Elis Regina,48.0,Tiro Ao Álvaro - feat. Elis Regina,94.132,0.528,0.0576,10215430654344419,0.39,0.0,0.955,7f31hpuzCNIU0rX5E6Dr3g,,0.609
Curumin,25.0,"Trecho De ""O Burguês Que Deu Errado""",107.952,0.935,0.351,10215430654344419,0.792,0.0,0.347,7tQXeMIeMh1ZSQogSCs1UF,,0.629
Liniker e os Caramelows,50.0,Tua,138.189,0.52,0.218,10215430654344419,0.76,4e-05,0.342,1oke7Jkp9afNQzTUD5iHZZ,,0.387
Liniker e os Caramelows,48.0,Caeu,135.04,0.544,0.119,10215430654344419,0.269,0.0,0.469,3dzMSEy7d8NEdfeLqe2zdW,,0.629
Novos Baianos,55.0,A Menina Dança,105.468,0.677,0.129,10215430654344419,0.772,0.00468,0.91,3pSTUZbp7J5jg2JHChTf21,,0.581
Liniker e os Caramelows,40.0,Prendedor de Varal,133.983,0.838,0.0393,10215430654344419,0.0815,0.0,0.884,5LC8QleW2cUXU8ShsaVDFr,,0.67
Francisco el Hombre,45.0,Calor da Rua,100.545,0.593,0.175,10215430654344419,0.302,0.51,0.799,09cmEXqugz9e6D3ZzWiZZF,,0.632
Liniker e os Caramelows,42.0,Ralador de Pia,90.021,0.289,0.295,10215430654344419,0.541,0.0,0.136,3H12RMifECwqJvxAb8Ljp3,,0.313
Nickelback,75.0,How You Remind Me - LP Mix,172.094,0.764,0.099,1522314377864628,0.00135,0.0,0.543,0gmbgwZ8iqyMPmXefof8Yf,,0.446
Tribalistas,52.0,Diáspora,106.403,0.455,0.0738,1522314377864628,0.731,0.00409,0.539,6yjjLcsfNqubWe5ecdTrd8,,0.454
Geraldo Azevedo,51.0,Dona da Minha Cabeça - Ao Vivo,79.979,0.782,0.811,1522314377864628,0.627,0.0,0.41,3nfufBoHEaKSa1RE9JSqEc,,0.641
Alceu Valença,51.0,Anunciação - Ao Vivo,109.979,0.897,0.984,1522314377864628,0.419,0.0,0.472,3JrFuUhcNLHiD3hJPVaHTy,,0.539
Tribalistas,45.0,Ânima,149.861,0.187,0.319,1522314377864628,0.889,0.0147,0.16,5mVmjK0BbRXrKQ9aQKRrQH,,0.458
System Of A Down,55.0,Roulette,129.006,0.477,0.133,1522314377864628,0.552,0.00729,0.227,6Jj1Bb2s0gAOhH4yCGjDvh,,0.475
Audioslave,75.0,Like a Stone,107.849,0.568,0.0997,1522314377864628,0.00797,0.0,0.516,3YuaBvuZqcwN3CEAyyoaei,,0.614
Tribalistas,55.0,Aliança,132.983,0.314,0.0991,1522314377864628,0.96,4e-05,0.335,5lLKJdDPy7qbsta6d88lKE,,0.641
Henrique & Juliano,59.0,Flor e o Beija-Flor - Ao Vivo,203.879,0.477,0.663,1522314377864628,0.801,0.0,0.459,0phVJ23NJlruwtt1XCm94N,,0.461
Ed Sheeran,97.0,Perfect,95.05,0.448,0.106,1522314377864628,0.163,0.0,0.168,0tgVpDi06FyKpA1z0VMD4v,,0.599
System Of A Down,56.0,I-E-A-I-A-I-O,133.204,0.791,0.439,1522314377864628,0.00012,0.0219,0.433,17cKTJIWIHTeTmdgNs77DL,,0.626
Coral Kemuel,48.0,Eu Navegarei,92.052,0.267,0.135,1522314377864628,0.804,0.0,0.26,1RNCTxPw7NDPcIUOHzuOb9,,0.403
Tribalistas,47.0,Trabalivre,140.039,0.449,0.0959,1522314377864628,0.901,0.00395,0.787,2mXWAJIjBx6EaDSIYbuq8W,,0.794
Nirvana,67.0,The Man Who Sold The World,114.773,0.773,0.275,1522314377864628,0.432,0.00013,0.4,48psxWnIVYCPUZJKiuDiEf,,0.468
Never Shout Never,52.0,Can't Stand It,125.974,0.622,0.277,1522314377864628,0.0302,0.0,0.368,5YX2R55h76mamgXwsvBRlH,,0.684
Eminem,67.0,Without Me,112.23,0.657,0.356,1522314377864628,0.00293,0.0,0.659,5pBvNeOAJ54zgd5lEOmM3b,,0.919
Paul McClure,55.0,"Jesus, We Love You (Live)",115.348,0.359,0.359,1522314377864628,0.31,1e-05,0.115,6imkvepCHheIMhxdbxp53M,,0.253
Adele,71.0,Set Fire to the Rain,108.003,0.683,0.125,1522314377864628,0.00382,0.0,0.466,3CKCZ9pfwAfoMZlMncA1Nc,,0.61
Hateen,43.0,1997,123.198,0.619,0.179,1522314377864628,0.0461,0.00661,0.716,5z0JPdPkqXWxGDT8jypnQm,,0.693
Matheus & Kauan,62.0,A Nossa Praia - Ao Vivo,121.75,0.765,0.751,1522314377864628,0.387,0.0,0.411,4BQMlG5VKApk9AdIsjxDqx,,0.479
Bon Jovi,55.0,Misunderstood,111.046,0.883,0.0924,1522314377864628,0.0133,1e-05,0.439,0TZGwR7lnzZU7yxZzh0uO2,,0.486
Serj Tankian,50.0,Lie Lie Lie,120.096,0.892,0.131,1522314377864628,0.044,0.00807,0.383,0kU4vJybnnZqRt9Lkm7ESk,,0.545
Tribalistas,43.0,Lutar e Vencer,99.967,0.616,0.0691,1522314377864628,0.816,0.0559,0.962,1CbYJ2VgFfZwK13cKbSKJA,,0.788
Tribalistas,49.0,Um Só,143.993,0.465,0.29,1522314377864628,0.79,0.00314,0.642,1CgCByq2FZ0re09niAo6p2,,0.701
Rage Against The Machine,59.0,Know Your Enemy - Remastered,117.413,0.857,0.145,1522314377864628,0.0125,0.00229,0.623,1XTGyfJeMiZXrZ1W3NolcB,,0.575
The Cranberries,68.0,Linger,94.864,0.428,0.138,1522314377864628,0.0841,5e-05,0.209,1aLNpg2kKvUncflV8xE5AA,,0.438
Beyoncé,64.0,Halo,79.983,0.72,0.0563,1522314377864628,0.272,0.0,0.472,2MfOcbtgz2yTsiznFmVZUN,,0.508
Nirvana,60.0,About A Girl,121.009,0.768,0.873,1522314377864628,0.152,2e-05,0.613,2a8pQLSuhloP8ywoy5Or5i,,0.614
Jason Mraz,65.0,93 Million Miles,140.187,0.454,0.0974,1522314377864628,0.479,1e-05,0.515,38jy6kRlPt8z1GUS9WXeNh,,0.573
Nando Reis,21.0,O Segundo Sol,154.202,0.882,0.0985,1522314377864628,0.17,7e-05,0.679,3FiKdV9jgODSfO4GCUrVJS,,0.339
Red Hot Chili Peppers,80.0,Under The Bridge,84.581,0.345,0.141,1522314377864628,0.0576,0.0001,0.458,3d9DChrdc6BOeFsbrZ3Is0,,0.559
Simple Plan,45.0,Astronaut,148.131,0.879,0.095,1522314377864628,0.00197,0.0,0.536,3y2kWqVwRjwU49sbz5QGRD,,0.456
Tribalistas,45.0,Baião do Mundo,107.924,0.499,0.0911,1522314377864628,0.854,0.0225,0.536,4HKug33AmiRYYJrM1GDtdo,,0.767
Alceu Valença,46.0,Caravana - Ao Vivo,133.917,0.561,0.489,1522314377864628,0.676,0.0,0.52,4uJUo3pUBPrQwIcEV4sdGt,,0.531
Lana Del Rey,72.0,Love,98.87,0.377,0.111,1522314377864628,0.492,0.00314,0.278,4xyNG8vZR3g8FnphVkbjRo,,0.325
Selena Gomez,65.0,Come & Get It,148.985,0.795,0.0812,1522314377864628,0.0102,0.00013,0.542,5U2m76qAMdr3gXI0g6ptlG,,0.349
Tribalistas,44.0,Feliz e Saudável,94.957,0.526,0.135,1522314377864628,0.84,0.00449,0.624,5yhmrBRTbSKcSmRQb73LDP,,0.753
Tribalistas,44.0,Os Peixinhos,148.011,0.231,0.0654,1522314377864628,0.966,0.00049,0.559,6HjmVA4wUaeclQSc9yTOiL,,0.513
Nirvana,54.0,Dumb,109.432,0.539,0.868,1522314377864628,0.58,0.00054,0.681,6OaCwySGYg30ncfsjKNbtM,,0.691
Ed Sheeran,93.0,Shape of You,95.977,0.652,0.0931,1522314377864628,0.581,0.0,0.931,7qiZfU4dY1lWllzX7mPBI3,,0.825
Hillsong United,41.0,Hosanna,153.98,0.915,0.546,1522314377864628,0.00071,1e-05,0.324,1BufuTC3NHbD5J3TOf1bg7,,0.294
Skank,60.0,Resposta,74.986,0.524,0.201,1522314377864628,0.254,1e-05,0.503,19YkX6WwgFKwCQ5edvLWvn,,0.59
Tribalistas,64.0,Aliança,132.983,0.314,0.0991,1522314377864628,0.96,4e-05,0.335,1eFlkymohjGtRnnYGabg8s,,0.641
Franz Ferdinand,48.0,Ulysses,98.818,0.618,0.142,1522314377864628,0.0053,0.00027,0.543,1SXP53Ue7P7ZBiDeRUG9H4,,0.701
Third Day,38.0,Call My Name,149.894,0.79,0.27,1522314377864628,0.0379,0.0,0.322,0E5nX7ZWns0TymWBd3FAsZ,,0.38
Simple Plan,55.0,Your Love Is A Lie,80.017,0.87,0.0796,1522314377864628,0.0014,0.0,0.552,0Hv2IWtvPPca1F4zhC4UFs,,0.524
Kaiser Chiefs,69.0,Ruby,93.416,0.939,0.0774,1522314377864628,0.00673,0.0,0.448,0N5x5UmYcbBeHFJtCCqf62,,0.451
The Beatles,56.0,Eleanor Rigby - Remastered 2015,138.148,0.314,0.359,1522314377864628,0.916,0.0,0.836,0TRkjwb4uY3CHb5zhr9bBd,,0.605
Floribella,34.0,Pobre Dos Ricos,125.979,0.954,0.18,1522314377864628,0.0181,0.0,0.729,0TglbbsFSHl3pVP702gJPy,,0.746
Los Hermanos,59.0,Último Romance,159.997,0.665,0.112,1522314377864628,0.509,0.00064,0.553,0ZPquQV2aKmDfwPjvMdvRp,,0.406
Tribalistas,53.0,Carnavalia - 2004 Digital Remaster;,81.89,0.832,0.388,1522314377864628,0.29,0.00263,0.736,18fTEyZ41dkbaZLFkWi1UK,,0.579
Tribalistas,45.0,Tribalistas - 2004 Digital Remaster;,96.024,0.8,0.205,1522314377864628,0.203,4e-05,0.911,18tfwBrYm6KpchLJtjqbLq,,0.787
Fernandinho,49.0,O Hino - Ao Vivo,95.941,0.808,0.703,1522314377864628,0.0254,0.0,0.162,1AtV3iKkWZdr3hvvOszy2o,,0.389
Lenny Kravitz,67.0,Fly Away,159.925,0.872,0.622,1522314377864628,0.018,0.0,0.729,1OxcIUqVmVYxT6427tbhDW,,0.586
Matheus & Kauan,55.0,Se Quiser Ficar - Ao Vivo,91.951,0.68,0.695,1522314377864628,0.383,0.0,0.4,1V5S1kfh5nbojDhrfRK0ee,,0.466
Demi Lovato,50.0,Don't Forget,179.923,0.432,0.629,1522314377864628,0.472,0.0,0.641,1tUZuzk3VWfwthENg42LEF,,0.606
Armandinho,41.0,Outra Vida,126.016,0.472,0.395,1522314377864628,0.531,0.0,0.525,1tqNjCuAIoG1kyBfs8DfZE,,0.645
Floribella,30.0,E Assim Será,139.917,0.58,0.12,1522314377864628,0.0352,0.0,0.359,1w5hZjqw1XxRnX2fxAHdJF,,0.565
Katy Perry,51.0,Hot N Cold,132.007,0.839,0.072,1522314377864628,8e-05,0.0,0.856,22Lg6vvMS2JC07aAjsGvtU,,0.702
Tribalistas,47.0,Fora da Memória,203.887,0.288,0.0784,1522314377864628,0.966,0.0131,0.869,27rw2tavsFVXobERObY5cO,,0.481
Floribella,29.0,É Pra Você Meu Coração,163.047,0.926,0.0677,1522314377864628,0.0915,0.0,0.961,2BapACZktHtQEWvVsmbCXz,,0.671
Supercombo,54.0,Amianto,126.52,0.51,0.315,1522314377864628,0.164,0.0,0.2,2HwIYnboW3xZDmfbEB37zk,,0.65
Hillsong United,64.0,Oceans (Where Feet May Fail),124.328,0.363,0.11,1522314377864628,0.501,0.00406,0.0613,2PDlIgTWeNkVwx3QIAQT0i,,0.264
Matheus & Kauan,59.0,Decide Aí - Ao Vivo,135.555,0.828,0.663,1522314377864628,0.226,0.0,0.747,2QoX0U23DW3yPuniD3C2I4,,0.611
Pitty,63.0,Equalize,88.114,0.62,0.104,1522314377864628,0.00577,0.0,0.426,2iUxWUv5TovjBmayOcWohB,,0.578
Anderson Freire,58.0,Raridade,134.002,0.613,0.281,1522314377864628,0.65,0.0,0.387,3Gam4UbOwnwQQQKuItui39,,0.517
Tribalistas,49.0,É Você - 2004 Digital Remaster;,69.973,0.358,0.0914,1522314377864628,0.883,4e-05,0.154,3HK5WnCK4M8SzZMdJTcH3F,,0.551
Kid Abelha,34.0,Mudança De Comportamento - Live,129.152,0.589,0.942,1522314377864628,0.84,0.0,0.232,3OdCltzhSKG5m6fDUXDgm9,,0.551
Rodolfo Abrantes,45.0,Pisaduras (Ao Vivo),174.467,0.935,0.985,1522314377864628,0.0724,0.0,0.287,3WwqEHbK3486CKiGLmK4ip,,0.2
Angela Ro Ro,34.0,Compasso,147.079,0.432,0.141,1522314377864628,0.875,0.0,0.509,3yIPDzUGiOd1I33XaAGrbc,,0.52
Nando Reis & Os Infernais,44.0,Por Onde Andei - Live,86.255,0.791,0.725,1522314377864628,0.375,2e-05,0.385,4CpwoEs39CydHJuTCl9kfm,,0.303
Nirvana,69.0,Heart-Shaped Box,100.977,0.66,0.094,1522314377864628,0.188,0.0298,0.307,4OaV9UYQ3EfrBRPjoO6u7c,,0.493
Nando Reis & Os Infernais,28.0,Os Cegos Do Castelo - Ao Vivo,167.89,0.909,0.727,1522314377864628,0.00075,0.00302,0.463,4jx4SQN2DOaZ3b2AFWQFAV,,0.229
Geraldo Azevedo,51.0,Dia Branco - Ao Vivo,133.542,0.257,0.669,1522314377864628,0.817,0.00021,0.209,4l2QJ5ez55pJ9BxqXpfiqX,,0.311
Matheus & Kauan,58.0,Se Amasse Ele - Ao Vivo,113.007,0.643,0.743,1522314377864628,0.301,0.0,0.44,4wQQCOZjrzyTDBuSS1vD7m,,0.578
Nirvana,58.0,Come As You Are,119.196,0.79,0.0846,1522314377864628,0.532,0.00183,0.581,4yzgjSHWy5E8fKflgwaKQh,,0.684
Nirvana,52.0,On A Plain,117.951,0.793,0.423,1522314377864628,0.447,0.0,0.637,6QHIhlLTb02tvEPtZZtXXw,,0.708
Marisa Monte,38.0,Infinito Particular,123.977,0.437,0.118,1522314377864628,0.911,0.0046,0.578,6lgOE6bJypDNlIbNQnOObK,,0.636
Ivete Sangalo,44.0,Deixo - Ao Vivo,80.057,0.73,0.953,1522314377864628,0.597,1e-05,0.452,6q9zPhZr6pt3RloNWvjzQq,,0.458
Titãs,52.0,Isso,99.873,0.794,0.294,1522314377864628,0.0312,0.0,0.57,7MKHjs2QBeFrfCso2YWuy8,,0.623
Geraldo Azevedo,44.0,Sétimo Céu - Ao Vivo,107.025,0.873,0.513,1522314377864628,0.66,0.0,0.771,7c8SLpL5X86wWfMEs6KW6M,,0.598
Marisa Monte,36.0,Tema De Amor - 2004 Digital Remaster;,166.022,0.679,0.173,1522314377864628,0.472,0.00534,0.625,7mExYiFFrQT1uS70lyd9h0,,0.541
Avril Lavigne,60.0,Let Me Go,164.221,0.667,0.135,1522314377864628,0.197,0.0,0.118,0Swvh86QCHSVk3yXUDeEM8,,0.389
Aline Barros,11.0,Louvor Ao Rei,127.966,0.612,0.762,1522314377864628,0.695,8e-05,0.242,4CGX7ba3sjXYWS2jkeojGt,,0.214
Alceu Valença,50.0,Me dá um Beijo - Ao Vivo,143.811,0.703,0.652,1522314377864628,0.369,0.0,0.652,5RfRhFUe9hErAz5Tn4kj9e,,0.545
Marisa Monte,36.0,Para Ver As Meninas - 2004 Digital Remaster;2004 - Remaster;,144.571,0.452,0.268,1522314377864628,0.722,0.00981,0.677,5jdwjKcitMUlIxlcGci6Pv,,0.672
Oasis,78.0,Wonderwall - Remastered,174.302,0.896,0.194,1522314377864628,0.00045,0.0,0.469,5qqabIl2vWzo9ApSC317sa,,0.378
Tribalistas,60.0,Já Sei Namorar - 2004 Digital Remaster;,145.56,0.822,0.132,1522314377864628,0.67,0.00115,0.833,2GplG03rw0CN2EMLzPJZAl,,0.67
Audioslave,64.0,Be Yourself,116.602,0.845,0.213,1522314377864628,0.143,1e-05,0.317,7r9ZTgy31yObGZE6ZYDlQg,,0.423
MC Kevinho,81.0,Encaixa,163.896,0.789,0.115,1522314377864628,0.354,0.0,0.874,7yYOMPwpV5CsK0cxoAZT6B,,0.674
Modest Mouse,62.0,Dashboard,135.938,0.903,0.174,1522314377864628,0.00963,7e-05,0.96,0Fe3WxeO6lZZxj7ytvbDUh,,0.639
Matheus & Kauan,67.0,Antídoto - Ao Vivo,178.422,0.794,0.135,1522314377864628,0.581,0.0,0.478,2dvyNlZ8jkLq4DMzVVyXQH,,0.448
R.E.M.,36.0,All The Way To Reno (You're Gonna Be A Star),101.999,0.825,0.283,1522314377864628,0.0303,5e-05,0.736,4DXjNjsAh9zISjQngwRhG4,,0.565
Coral Kemuel,45.0,Faça Morada,129.991,0.596,0.162,1522314377864628,0.596,0.0,0.354,5Mpth7qg5nxiv3JR0dt7cL,,0.305
Green Day,74.0,21 Guns,159.779,0.742,0.626,1522314377864628,0.0518,0.0,0.416,64yrDBpcdwEdNY9loyEGbX,,0.268
Tio Che,10.0,Presente,132.034,0.686,0.0883,1522314377864628,0.137,0.0102,0.569,08UNtGD0enExegac9wxNTh,,0.559
Oasis,71.0,Don't Look Back in Anger - Remastered,162.937,0.938,0.148,1522314377864628,0.0708,0.0,0.326,0UvCh63URrLFcPkKt99hHd,,0.327
Banda do Mar,48.0,Hey Nana,129.09,0.682,0.105,1522314377864628,0.286,0.00052,0.895,0WY221A86yY4FHMhI6pSvC,,0.654
Ed Sheeran,88.0,Galway Girl,99.943,0.876,0.327,1522314377864628,0.0735,0.0,0.781,0afhq8XCExXpqazXczTSve,,0.624
Lana Del Rey,68.0,Video Games,132.206,0.276,0.0833,1522314377864628,0.841,0.0,0.161,0fBSs3fRoh1yJcne77fdu9,,0.329
Harry Styles,81.0,Sign of the Times,119.972,0.595,0.109,10209650048201294,0.0275,0.0,0.222,5Ohxk2dO5COHF1krpoPigN,,0.516
Seu Pereira e Coletivo 401,38.0,Já Era,127.078,0.659,0.167,10209650048201294,0.194,0.0,0.382,4ZBxAQzSqxf09s3ef1KBf7,,0.64
Seu Pereira e Coletivo 401,28.0,Rabissaca,95.993,0.927,0.388,10209650048201294,0.252,0.0,0.834,7ooPpNdobRXmrAKTegIY3u,,0.629
Seu Pereira e Coletivo 401,33.0,Bicho Solto,144.129,0.444,0.12,10209650048201294,0.622,7e-05,0.51,5dpffkzhmjsHq45T1Oe2Eb,,0.629
Seu Pereira e Coletivo 401,37.0,Eu Não Sou Boa Influência pra Você,127.986,0.718,0.119,10209650048201294,0.239,0.00241,0.704,7tvs73kxuO0efkasLS6sTT,,0.679
Seu Pereira e Coletivo 401,30.0,Fique Bem Fique Linda,134.948,0.888,0.106,10209650048201294,0.0324,0.00133,0.935,2WSx9Yq1WKaTlioLgDrbbK,,0.652
Frenéticas,27.0,Dancin' days,126.119,0.769,0.35,10209650048201294,0.0153,0.0359,0.809,3JYSTqNZesQYJGLo7oMc6q,,0.567
Novos Baianos,58.0,Mistério do Planeta,146.878,0.495,0.083,10209650048201294,0.8,3e-05,0.683,3TAMiM8XFmU9vFd333pgRh,,0.61
Seu Pereira e Coletivo 401,31.0,Até Ontem,112.09,0.375,0.0907,10209650048201294,0.31,0.00125,0.171,688x68emWgowTCHnsfnZU4,,0.618
Jards Macalé,35.0,Soluços,117.346,0.618,0.333,10209650048201294,0.472,0.00635,0.222,6cXEOMbwkXicYqLj2vygWW,,0.4
Seu Pereira e Coletivo 401,30.0,Meio Fio,123.959,0.734,0.127,10209650048201294,0.306,0.00273,0.819,7D0nCPnDeiaW0JlGqxp06a,,0.677
Seu Pereira e Coletivo 401,33.0,Otário,130.107,0.914,0.0669,10209650048201294,0.0343,0.00106,0.949,1YiZlbjmxaOrdgnTQZ8Iyw,,0.733
Seu Pereira e Coletivo 401,32.0,Love In Gotham City,125.955,0.66,0.14,10209650048201294,0.259,6e-05,0.872,1989UwjntHcFYLlEe58m7Z,,0.795
Seu Pereira e Coletivo 401,26.0,É Pouco,100.08,0.784,0.243,10209650048201294,0.408,0.00017,0.701,1I0KiI3UrymhqljlAvUkBF,,0.713
Seu Pereira e Coletivo 401,27.0,Cabidela,119.955,0.687,0.107,10209650048201294,0.376,0.0,0.385,6xpjQoJ1ffX9Pkk9XqN3UO,,0.547
Jorge Mautner,29.0,Maracatú Atômico,87.395,0.711,0.123,10209650048201294,0.0953,1e-05,0.611,78CwLI3IyR9akUXHjGJUvY,,0.675
Pepeu Gomes,39.0,Sexy Iemanjá,99.969,0.79,0.164,10209650048201294,0.434,0.00372,0.915,0PvYd9bLZoIMbVd1TJpeju,,0.781
Dalto,35.0,Muito Estranho (Cuida Bem de Mim),107.467,0.562,0.294,10209650048201294,0.0211,0.00043,0.568,1BbAOkMtbPRyjh4MDVB3q7,,0.665
Novos Baianos,45.0,Preta Pretinha,125.065,0.454,0.117,10209650048201294,0.852,4e-05,0.724,4P5f2NLw9GkgnbK5zs52Oj,,0.667
Seu Pereira e Coletivo 401,28.0,Geladeira Azul,120.06,0.46,0.107,10209650048201294,0.119,0.00856,0.486,4c9PG6QLQG3dDSjpVuEO9r,,0.544
Paulo Diniz,30.0,Quero Voltar Pra Bahia,79.807,0.618,0.256,10209650048201294,0.122,0.0,0.714,4poXrnd0houa9xLh4rUfNq,,0.575
Pepeu Gomes,39.0,Masculino E Feminino,117.38,0.609,0.238,10209650048201294,0.375,0.0036,0.87,5umkCnxriYdRwXYJm8e7FB,,0.78
Caetano Veloso,24.0,Cajuína,119.946,0.36,0.149,10209650048201294,0.477,6e-05,0.668,6DZXhTS0f0Mdv4Z7Bg8NNl,,0.594
Baby Consuelo,41.0,Menino do Rio,152.498,0.548,0.31,10209650048201294,0.73,0.00014,0.395,6tisytwaOaBA4CAZPPdlFP,,0.38
Seu Pereira e Coletivo 401,31.0,Um Nome a Zelar,112.045,0.684,0.104,10209650048201294,0.192,0.00304,0.781,7612vK90DQWFgvaWzHAXxs,,0.706
Lô Borges,43.0,Um Girassol da Cor do Seu Cabelo,142.292,0.264,0.146,10209650048201294,0.549,3e-05,0.204,0ElgcjFAHHj9ZvQfTOWm7v,,0.32
BaianaSystem,44.0,Terapia,124.03,0.814,0.528,10209650048201294,0.243,0.0102,0.914,0wxtsX1hjPwaP3aywVFlIx,,0.79
Amelinha,38.0,Frevo Mulher,153.026,0.474,0.054,10209650048201294,0.51,0.0,0.825,1ePuI28sGPx7ROzKZBRbqS,,0.695
Seu Pereira e Coletivo 401,24.0,Papai Mamãe,100.091,0.803,0.332,10209650048201294,0.107,0.0142,0.513,2pAdVk3PI1eA7v0nhhArFb,,0.698
Paulo Diniz,30.0,Como?,94.193,0.579,0.0479,10209650048201294,0.298,0.0022,0.547,6Pv83HmYxEDMQaYXgmcmxp,,0.796
Seu Pereira e Coletivo 401,28.0,Décimas Lunares,89.731,0.372,0.317,10209650048201294,0.185,0.0465,0.146,7wj39l8EP5l7ePmnoIqvdu,,0.223
Novos Baianos,40.0,Dê Um Rolê,136.73,0.574,0.934,10209650048201294,0.25,0.0,0.36,0sC5WOczhJNevC6KP0A9K9,,0.513
Seu Pereira e Coletivo 401,26.0,Menina E. T.,104.001,0.825,0.0994,10209650048201294,0.0941,0.00057,0.568,1XMHZvwbi7gwiqAkeiFMZv,,0.576
Novos Baianos,55.0,A Menina Dança,105.468,0.677,0.129,10209650048201294,0.772,0.00468,0.91,3pSTUZbp7J5jg2JHChTf21,,0.581
Gal Costa,34.0,Dê Um Rolê - Live,130.314,0.511,0.712,10209650048201294,0.21,0.0,0.549,5cIrh8XwiHG7NRQUekoQj7,,0.463
Chris de Burgh,64.0,The Lady In Red,76.698,0.294,0.0392,10209650048201294,0.332,0.0,0.491,5tawGZuoaKGinhLIn9U5X4,,0.548
BaianaSystem,49.0,Lucro: Descomprimindo,199.976,0.818,0.239,10209650048201294,0.144,0.00038,0.654,6EGekJSc4sSsfpPqIOWEQa,,0.584
Tracy Chapman,76.0,Fast Car,103.951,0.292,0.131,10209650048201294,0.313,0.0,0.194,2M9ro2krNb7nr7HSprkEgo,,0.711
BaianaSystem,44.0,"Jah Jah Revolta, Pt. 2",143.989,0.8,0.35,10209650048201294,0.00631,0.0731,0.583,4M1PRrfNJp7NX40ILPp4V6,,0.776
